mukey,gSSURGOversion,MUsymbol,WTDepAprJun,FloodFreq,PondFreq,DrainCls,DrainClsWet,HydroGrp,Hydric,OCProdIdx,OCprodIdxSrc,NCCPIall,RootZnDepth,RootZnAWS,Droughty,PotWetandSoil
160208,10/1/2024,MbB,NULL,None,0,Well drained,Well drained,B,0,76,coInterp.mrulename (IN),0.759,150,220,0,NULL
160209,10/1/2024,MbC,NULL,None,0,Well drained,Well drained,B,0,71,coInterp.mrulename (IN),0.72,150,213,0,NULL
160211,10/1/2024,MfB,NULL,None,0,Well drained,Well drained,A,0,57,coInterp.mrulename (IN),0.594,150,126,1,NULL
160212,10/1/2024,MfC,NULL,None,0,Well drained,Well drained,A,0,53,coInterp.mrulename (IN),0.581,150,126,1,NULL
160213,10/1/2024,MhB,76,None,6,Moderately well drained,Moderately well drained,C,6,76,coInterp.mrulename (IN),0.651,91,136,1,6
160214,10/1/2024,MhC,76,None,6,Moderately well drained,Moderately well drained,C,6,71,coInterp.mrulename (IN),0.631,89,132,1,6
160215,10/1/2024,MhD,76,None,4,Moderately well drained,Moderately well drained,C,4,63,coInterp.mrulename (IN),0.579,84,127,1,4
160217,10/1/2024,MkC3,76,None,0,Moderately well drained,Moderately well drained,C,0,66,coInterp.mrulename (IN),0.547,86,121,1,NULL
160218,10/1/2024,MkD3,76,None,0,Moderately well drained,Moderately well drained,C,0,57,coInterp.mrulename (IN),0.452,71,100,1,NULL
160219,10/1/2024,Mm,15,None,100,Poorly drained,Poorly drained,B/D,100,92,coInterp.mrulename (IN),0.731,89,138,1,100
160220,10/1/2024,Mn,7,None,93,Poorly drained,Poorly drained,C/D,93,84,coInterp.mrulename (IN),0.856,150,245,0,93
160221,10/1/2024,MoC2,76,None,3,Moderately well drained,Moderately well drained,C,3,60,coInterp.mrulename (IN),0.587,84,128,1,3
160222,10/1/2024,MoD2,76,None,2,Moderately well drained,Moderately well drained,C,2,60,coInterp.mrulename (IN),0.571,84,128,1,2
160223,10/1/2024,MoE2,76,None,0,Moderately well drained,Moderately well drained,C,0,53,coInterp.mrulename (IN),0.518,84,128,1,NULL
160224,10/1/2024,MrC3,76,None,0,Moderately well drained,Moderately well drained,C,0,55,coInterp.mrulename (IN),0.518,74,113,1,NULL
160225,10/1/2024,MrD3,76,None,0,Moderately well drained,Moderately well drained,C,0,55,coInterp.mrulename (IN),0.496,74,113,1,NULL
160226,10/1/2024,Mx,46,None,7,Somewhat poorly drained,Somewhat poorly drained,A/D,7,53,coInterp.mrulename (IN),0.475,150,108,1,7
160227,10/1/2024,Mz,7,None,100,Very poorly drained,Very poorly drained,C/D,100,71,coInterp.mrulename (IN),0.89,150,418,0,100
160228,10/1/2024,OhA,NULL,None,0,Well drained,Well drained,A,3,55,coInterp.mrulename (IN),0.651,150,154,0,3
160229,10/1/2024,OhB,NULL,None,0,Well drained,Well drained,A,0,55,coInterp.mrulename (IN),0.644,150,154,0,NULL
160230,10/1/2024,OhC,NULL,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.63,150,154,0,NULL
160231,10/1/2024,OsC,NULL,None,0,Well drained,Well drained,B,0,50,coInterp.mrulename (IN),0.669,150,184,0,NULL
160232,10/1/2024,Pa,7,None,100,Very poorly drained,Very poorly drained,B/D,100,81,coInterp.mrulename (IN),0.97,150,359,0,100
160233,10/1/2024,Pe,15,None,91,Very poorly drained,Very poorly drained,C/D,91,84,coInterp.mrulename (IN),0.765,150,214,0,91
160235,10/1/2024,PnA,NULL,None,0,Excessively drained,Excessively drained,A,3,45,coInterp.mrulename (IN),0.344,150,75,1,3
160236,10/1/2024,PnB,NULL,None,0,Excessively drained,Excessively drained,A,0,45,coInterp.mrulename (IN),0.346,150,75,1,NULL
160237,10/1/2024,RaB,69,None,0,Moderately well drained,Moderately well drained,C,3,79,coInterp.mrulename (IN),0.64,61,91,1,3
160238,10/1/2024,Rb,7,None,88,Poorly drained,Poorly drained,B/D,88,92,coInterp.mrulename (IN),0.843,150,268,0,88
160239,10/1/2024,RxA,NULL,None,6,Well drained,Well drained,B,6,73,coInterp.mrulename (IN),0.736,150,211,0,6
160240,10/1/2024,RxB,NULL,None,5,Well drained,Well drained,B,5,73,coInterp.mrulename (IN),0.727,150,216,0,5
160241,10/1/2024,RxC,NULL,None,0,Well drained,Well drained,B,0,68,coInterp.mrulename (IN),0.695,150,207,0,NULL
160242,10/1/2024,RxD,NULL,None,1,Well drained,Well drained,B,1,60,coInterp.mrulename (IN),0.665,150,211,0,1
160243,10/1/2024,Ry,38,None,0,Somewhat poorly drained,Somewhat poorly drained,A/D,3,68,coInterp.mrulename (IN),0.529,150,112,1,3
160244,10/1/2024,Sh,31,Frequent,8,Somewhat poorly drained,Somewhat poorly drained,B/D,8,68,coInterp.mrulename (IN),0.716,150,252,0,8
160247,10/1/2024,Wa,7,None,95,Very poorly drained,Very poorly drained,B/D,95,86,coInterp.mrulename (IN),0.914,150,452,0,95
160248,10/1/2024,Wh,7,None,100,Poorly drained,Poorly drained,C/D,100,89,coInterp.mrulename (IN),0.917,130,244,0,100
160249,10/1/2024,WsB,NULL,None,0,Well drained,Well drained,B,3,79,coInterp.mrulename (IN),0.708,150,225,0,3
160250,10/1/2024,WsC,NULL,None,0,Well drained,Well drained,B,0,73,coInterp.mrulename (IN),0.693,150,225,0,NULL
160251,10/1/2024,WsD,NULL,None,0,Well drained,Well drained,B,0,66,coInterp.mrulename (IN),0.644,150,225,0,NULL
160253,10/1/2024,WvC3,NULL,None,4,Well drained,Well drained,C,4,68,coInterp.mrulename (IN),0.67,150,252,0,4
160254,10/1/2024,WvD3,NULL,None,4,Well drained,Well drained,C,4,60,coInterp.mrulename (IN),0.619,150,253,0,4
160255,10/1/2024,Wx,38,None,0,Somewhat poorly drained,Somewhat poorly drained,B/D,3,81,coInterp.mrulename (IN),0.753,150,217,0,3
2765061,10/1/2024,BlzB,23,None,5,Somewhat poorly drained,Somewhat poorly drained,D,5,73,coInterp.mrulename (IN),0.668,76,128,1,5
3332443,10/1/2024,AbhAN,0,None,100,Very poorly drained,Very poorly drained,A/D,100,76,coInterp.mrulename (IN),0.865,150,328,0,100
3332444,10/1/2024,AdwAD,0,None,100,Very poorly drained,Very poorly drained,A/D,100,76,coInterp.mrulename (IN),0.899,150,328,0,100
272587,10/1/2024,BaA,38,None,0,Somewhat poorly drained,Somewhat poorly drained,D,3,73,coInterp.mrulename (IN),0.646,69,99,1,3
272588,10/1/2024,BoA,NULL,None,0,Well drained,Well drained,A,10,50,coInterp.mrulename (IN),0.641,150,154,0,10
272589,10/1/2024,BoB,NULL,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.635,150,154,0,NULL
272590,10/1/2024,BoC,NULL,None,0,Well drained,Well drained,A,0,45,coInterp.mrulename (IN),0.623,150,154,0,NULL
272591,10/1/2024,BoD,NULL,None,0,Well drained,Well drained,A,0,37,coInterp.mrulename (IN),0.58,150,154,0,NULL
272592,10/1/2024,Bp,38,None,0,Somewhat poorly drained,Somewhat poorly drained,A/D,6,66,coInterp.mrulename (IN),0.735,150,200,0,6
272593,10/1/2024,BtA,69,None,0,Moderately well drained,Moderately well drained,A,6,47,coInterp.mrulename (IN),0.474,150,83,1,6
272594,10/1/2024,BxA,61,None,0,Moderately well drained,Moderately well drained,B,6,63,coInterp.mrulename (IN),0.674,150,187,0,6
272595,10/1/2024,ChB,NULL,None,0,Excessively drained,Excessively drained,A,0,42,coInterp.mrulename (IN),0.513,150,148,1,NULL
272596,10/1/2024,ChC,NULL,None,0,Excessively drained,Excessively drained,A,0,37,coInterp.mrulename (IN),0.502,150,148,1,NULL
272597,10/1/2024,CrA,38,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,3,84,coInterp.mrulename (IN),0.738,81,145,1,3
272599,10/1/2024,GejA,0,None,99,Poorly drained,Poorly drained,A/D,99,79,coInterp.mrulename (IN),0.655,150,134,1,99
272600,10/1/2024,Gr,0,None,95,Poorly drained,Poorly drained,A/D,95,71,coInterp.mrulename (IN),0.56,150,110,1,95
272601,10/1/2024,HaA,38,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,3,84,coInterp.mrulename (IN),0.656,89,131,1,3
272602,10/1/2024,HdA,NULL,None,0,Well drained,Well drained,A,3,60,coInterp.mrulename (IN),0.707,150,208,0,3
272603,10/1/2024,HdB,NULL,None,0,Well drained,Well drained,A,0,60,coInterp.mrulename (IN),0.7,150,208,0,NULL
272604,10/1/2024,HdC,NULL,None,0,Well drained,Well drained,A,0,55,coInterp.mrulename (IN),0.687,150,208,0,NULL
272605,10/1/2024,Ho,38,None,0,Somewhat poorly drained,Somewhat poorly drained,B/D,3,55,coInterp.mrulename (IN),0.628,150,145,1,3
272609,10/1/2024,MbB,NULL,None,0,Well drained,Well drained,B,0,73,coInterp.mrulename (IN),0.746,150,213,0,NULL
272611,10/1/2024,MeB,NULL,None,0,Well drained,Well drained,C,0,57,coInterp.mrulename (IN),0.605,140,128,1,NULL
272612,10/1/2024,MeC,NULL,None,0,Well drained,Well drained,C,0,53,coInterp.mrulename (IN),0.592,140,128,1,NULL
272613,10/1/2024,MoB2,84,None,0,Moderately well drained,Moderately well drained,D,0,66,coInterp.mrulename (IN),0.489,66,77,1,NULL
272614,10/1/2024,MoC2,84,None,0,Moderately well drained,Moderately well drained,D,0,60,coInterp.mrulename (IN),0.478,66,77,1,NULL
272615,10/1/2024,NaA,38,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,3,71,coInterp.mrulename (IN),0.602,81,128,1,3
272616,10/1/2024,OsA,NULL,None,0,Well drained,Well drained,A,3,55,coInterp.mrulename (IN),0.692,150,173,0,3
272617,10/1/2024,OsB,NULL,None,0,Well drained,Well drained,A,0,55,coInterp.mrulename (IN),0.688,150,173,0,NULL
272618,10/1/2024,OsC,NULL,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.673,150,173,0,NULL
272619,10/1/2024,OsD,NULL,None,0,Well drained,Well drained,A,0,42,coInterp.mrulename (IN),0.618,150,173,0,NULL
272621,10/1/2024,OuB,NULL,None,0,Well drained,Well drained,A,0,55,coInterp.mrulename (IN),0.647,150,167,0,NULL
272622,10/1/2024,OuC,NULL,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.633,150,167,0,NULL
272623,10/1/2024,Pm,0,None,100,Very poorly drained,Very poorly drained,B/D,100,84,coInterp.mrulename (IN),0.928,150,466,0,100
272624,10/1/2024,PrA,NULL,None,0,Well drained,Well drained,C,6,81,coInterp.mrulename (IN),0.756,84,161,0,6
272625,10/1/2024,Pt,15,None,100,Poorly drained,Poorly drained,C/D,100,84,coInterp.mrulename (IN),0.659,112,170,0,100
272627,10/1/2024,PxB,NULL,None,1,Excessively drained,Excessively drained,A,1,40,coInterp.mrulename (IN),0.351,150,97,1,1
272628,10/1/2024,PxC,NULL,None,1,Excessively drained,Excessively drained,A,1,34,coInterp.mrulename (IN),0.341,150,97,1,1
272629,10/1/2024,PzA,NULL,None,0,Excessively drained,Excessively drained,A,3,45,coInterp.mrulename (IN),0.257,150,81,1,3
272630,10/1/2024,RaB,69,None,0,Moderately well drained,Moderately well drained,C,10,76,coInterp.mrulename (IN),0.619,64,96,1,10
272631,10/1/2024,Rb,7,None,88,Poorly drained,Poorly drained,B/D,88,92,coInterp.mrulename (IN),0.843,150,268,0,88
272632,10/1/2024,Se,0,None,95,Poorly drained,Poorly drained,B/D,95,68,coInterp.mrulename (IN),0.707,150,180,0,95
272633,10/1/2024,ShA,NULL,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.632,150,141,1,NULL
272634,10/1/2024,ShB,NULL,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.628,150,141,1,NULL
272635,10/1/2024,ShC,NULL,None,0,Well drained,Well drained,A,0,45,coInterp.mrulename (IN),0.609,150,141,1,NULL
272638,10/1/2024,Wa,7,None,95,Very poorly drained,Very poorly drained,B/D,95,86,coInterp.mrulename (IN),0.914,150,452,0,95
272639,10/1/2024,WeA,NULL,None,5,Well drained,Well drained,C,5,76,coInterp.mrulename (IN),0.763,150,252,0,5
272640,10/1/2024,WeB,NULL,None,4,Well drained,Well drained,C,4,76,coInterp.mrulename (IN),0.76,150,252,0,4
272641,10/1/2024,WeC2,NULL,None,2,Well drained,Well drained,C,2,68,coInterp.mrulename (IN),0.708,150,252,0,2
272642,10/1/2024,WeD2,NULL,None,1,Well drained,Well drained,C,1,60,coInterp.mrulename (IN),0.649,150,252,0,1
272643,10/1/2024,WhC3,NULL,None,6,Well drained,Well drained,C,6,68,coInterp.mrulename (IN),0.532,150,121,1,6
272644,10/1/2024,WhD3,NULL,None,5,Well drained,Well drained,C,5,60,coInterp.mrulename (IN),0.491,150,116,1,5
272645,10/1/2024,Wt,38,None,0,Somewhat poorly drained,Somewhat poorly drained,B/D,3,79,coInterp.mrulename (IN),0.723,150,209,0,3
3244787,10/1/2024,HpopA,0,None,100,Very poorly drained,Very poorly drained,A/D,100,40,coInterp.mrulename (IN),0.11,150,600,0,100
3244788,10/1/2024,HtbAN,0,None,100,Very poorly drained,Very poorly drained,A/D,100,86,coInterp.mrulename (IN),0.886,150,600,0,100
3244790,10/1/2024,AbhAN,0,None,100,Very poorly drained,Very poorly drained,A/D,100,76,coInterp.mrulename (IN),0.865,150,328,0,100
3244791,10/1/2024,HpoqA,0,None,100,Very poorly drained,Very poorly drained,A/D,100,40,coInterp.mrulename (IN),0.113,150,600,0,100
3244792,10/1/2024,HpldA,0,None,100,Very poorly drained,Very poorly drained,A/D,100,86,coInterp.mrulename (IN),0.934,150,600,0,100
3244793,10/1/2024,AdwAD,0,None,100,Very poorly drained,Very poorly drained,A/D,100,76,coInterp.mrulename (IN),0.899,150,328,0,100
3404633,10/1/2024,Gf,0,None,95,Poorly drained,Poorly drained,A/D,95,79,coInterp.mrulename (IN),0.723,150,134,1,95
165295,10/1/2024,AahAK,91,Occasional,0,Moderately well drained,Moderately well drained,A,20,40,coInterp.mrulename (IN),0.25,150,101,1,20
165315,10/1/2024,BaaA,NULL,None,0,Well drained,Well drained,A,0,60,coInterp.mrulename (IN),0.678,150,183,0,NULL
165316,10/1/2024,BaaB,NULL,None,0,Well drained,Well drained,A,0,60,coInterp.mrulename (IN),0.672,150,183,0,NULL
165317,10/1/2024,BbmA,30,None,5,Somewhat poorly drained,Somewhat poorly drained,B/D,5,84,coInterp.mrulename (IN),0.693,142,163,0,5
165318,10/1/2024,BlaA,30,None,3,Somewhat poorly drained,Somewhat poorly drained,C/D,3,73,coInterp.mrulename (IN),0.743,107,182,0,3
165319,10/1/2024,BlaB,30,None,3,Somewhat poorly drained,Somewhat poorly drained,C/D,3,73,coInterp.mrulename (IN),0.737,107,182,0,3
165321,10/1/2024,BshA,30,None,4,Somewhat poorly drained,Somewhat poorly drained,A/D,4,66,coInterp.mrulename (IN),0.653,150,194,0,4
165322,10/1/2024,BteA,76,None,0,Moderately well drained,Moderately well drained,A,0,50,coInterp.mrulename (IN),0.525,150,133,1,NULL
165323,10/1/2024,BteB,76,None,0,Moderately well drained,Moderately well drained,A,0,50,coInterp.mrulename (IN),0.527,150,133,1,NULL
165324,10/1/2024,BtxA,NULL,None,0,Excessively drained,Excessively drained,A,0,45,coInterp.mrulename (IN),0.513,150,119,1,NULL
165325,10/1/2024,BtxB,NULL,None,0,Excessively drained,Excessively drained,A,0,45,coInterp.mrulename (IN),0.507,150,119,1,NULL
165326,10/1/2024,BtxC,NULL,None,0,Excessively drained,Excessively drained,A,0,40,coInterp.mrulename (IN),0.5,150,119,1,NULL
165327,10/1/2024,BtxD2,NULL,None,0,Excessively drained,Excessively drained,A,0,32,coInterp.mrulename (IN),0.414,150,119,1,NULL
165329,10/1/2024,BufA,61,None,6,Moderately well drained,Moderately well drained,B,6,63,coInterp.mrulename (IN),0.671,150,175,0,6
165330,10/1/2024,BuuA,0,None,92,Poorly drained,Poorly drained,B/D,92,92,coInterp.mrulename (IN),0.781,150,247,0,92
165346,10/1/2024,CnbA,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,45,coInterp.mrulename (IN),0.464,150,101,1,NULL
165347,10/1/2024,CnbB,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,45,coInterp.mrulename (IN),0.463,150,101,1,NULL
165348,10/1/2024,CnbC,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,40,coInterp.mrulename (IN),0.457,150,101,1,NULL
165349,10/1/2024,CosA,NULL,None,2,Well drained,Well drained,C,2,68,coInterp.mrulename (IN),0.699,150,198,0,2
165350,10/1/2024,CosB,NULL,None,2,Well drained,Well drained,C,2,68,coInterp.mrulename (IN),0.691,150,198,0,2
165351,10/1/2024,CvdA,30,None,5,Somewhat poorly drained,Somewhat poorly drained,C/D,5,81,coInterp.mrulename (IN),0.686,97,154,0,5
165352,10/1/2024,CvdB,30,None,10,Somewhat poorly drained,Somewhat poorly drained,C/D,10,81,coInterp.mrulename (IN),0.68,97,154,0,10
165356,10/1/2024,DcrA,30,None,5,Somewhat poorly drained,Somewhat poorly drained,C/D,5,73,coInterp.mrulename (IN),0.749,150,216,0,5
165357,10/1/2024,DdeA,NULL,None,0,Well drained,Well drained,A,0,55,coInterp.mrulename (IN),0.522,150,114,1,NULL
165358,10/1/2024,DdeB,NULL,None,0,Well drained,Well drained,A,0,55,coInterp.mrulename (IN),0.516,150,114,1,NULL
165359,10/1/2024,EchAN,0,None,100,Very poorly drained,Very poorly drained,C/D,100,66,coInterp.mrulename (IN),0.828,150,244,0,100
165368,10/1/2024,GejA,0,None,99,Poorly drained,Poorly drained,A/D,99,79,coInterp.mrulename (IN),0.655,150,134,1,99
165369,10/1/2024,GebA,15,None,100,Very poorly drained,Very poorly drained,A/D,100,79,coInterp.mrulename (IN),0.725,150,126,1,100
165370,10/1/2024,GlaB,46,None,1,Moderately well drained,Moderately well drained,D,1,68,coInterp.mrulename (IN),0.629,58,103,1,1
165371,10/1/2024,GlaC,46,None,1,Moderately well drained,Moderately well drained,D,1,63,coInterp.mrulename (IN),0.619,58,103,1,1
165372,10/1/2024,GndA,0,None,96,Poorly drained,Poorly drained,A/D,96,71,coInterp.mrulename (IN),0.46,150,110,1,96
165373,10/1/2024,GocAK,0,Occasional,4,Very poorly drained,Very poorly drained,B/D,100,63,coInterp.mrulename (IN),0.35,150,94,1,100
165374,10/1/2024,GodAI,0,Frequent,12,Very poorly drained,Very poorly drained,B/D,100,53,coInterp.mrulename (IN),0.111,150,94,1,100
165378,10/1/2024,HtbAN,0,None,100,Very poorly drained,Very poorly drained,A/D,100,86,coInterp.mrulename (IN),0.926,150,600,0,100
165380,10/1/2024,JaaAK,30,Occasional,10,Somewhat poorly drained,Somewhat poorly drained,B/D,20,71,coInterp.mrulename (IN),0.694,132,226,0,20
165386,10/1/2024,KimA,30,None,1,Somewhat poorly drained,Somewhat poorly drained,C/D,1,73,coInterp.mrulename (IN),0.664,94,125,1,1
165402,10/1/2024,MftA,46,None,5,Somewhat poorly drained,Somewhat poorly drained,B/D,5,60,coInterp.mrulename (IN),0.643,150,155,0,5
165403,10/1/2024,MfrAN,0,None,100,Very poorly drained,Very poorly drained,C/D,100,42,coInterp.mrulename (IN),0.66,150,114,1,100
165404,10/1/2024,MgcA,NULL,None,97,Poorly drained,Poorly drained,A/D,97,71,coInterp.mrulename (IN),0.573,150,137,1,97
165406,10/1/2024,MmbC2,76,None,0,Moderately well drained,Moderately well drained,C,0,68,coInterp.mrulename (IN),0.628,91,135,1,NULL
165407,10/1/2024,MmdC3,76,None,0,Moderately well drained,Moderately well drained,C,0,66,coInterp.mrulename (IN),0.591,91,131,1,NULL
165408,10/1/2024,MmbD2,76,None,0,Moderately well drained,Moderately well drained,C,0,60,coInterp.mrulename (IN),0.589,91,141,1,NULL
165409,10/1/2024,MmdD3,76,None,0,Moderately well drained,Moderately well drained,C,0,57,coInterp.mrulename (IN),0.533,91,131,1,NULL
165411,10/1/2024,MsaA,NULL,None,0,Excessively drained,Excessively drained,A,0,47,coInterp.mrulename (IN),0.587,150,150,1,NULL
165412,10/1/2024,MvkA,46,None,7,Somewhat poorly drained,Somewhat poorly drained,A/D,7,53,coInterp.mrulename (IN),0.475,150,108,1,7
165414,10/1/2024,MwzAN,0,None,100,Very poorly drained,Very poorly drained,C/D,100,71,coInterp.mrulename (IN),0.899,150,446,0,100
165416,10/1/2024,ReyA,7,None,88,Poorly drained,Poorly drained,B/D,88,92,coInterp.mrulename (IN),0.843,150,268,0,88
165426,10/1/2024,OmgA,145,None,0,Well drained,Well drained,A,0,42,coInterp.mrulename (IN),0.508,150,122,1,NULL
165427,10/1/2024,OmgB,145,None,0,Well drained,Well drained,A,0,42,coInterp.mrulename (IN),0.51,150,122,1,NULL
165432,10/1/2024,PaaAN,0,None,100,Very poorly drained,Very poorly drained,B/D,100,84,coInterp.mrulename (IN),0.928,150,466,0,100
165433,10/1/2024,PkdA,15,None,92,Very poorly drained,Very poorly drained,C/D,92,84,coInterp.mrulename (IN),0.762,150,214,0,92
165457,10/1/2024,RopA,NULL,None,0,Well drained,Well drained,B,0,73,coInterp.mrulename (IN),0.756,150,218,0,NULL
165458,10/1/2024,RopB,NULL,None,0,Well drained,Well drained,B,0,73,coInterp.mrulename (IN),0.75,150,218,0,NULL
165459,10/1/2024,RoqC2,NULL,None,0,Well drained,Well drained,B,0,66,coInterp.mrulename (IN),0.628,150,224,0,NULL
165460,10/1/2024,RoqD2,NULL,None,0,Well drained,Well drained,B,0,57,coInterp.mrulename (IN),0.653,150,222,0,NULL
165466,10/1/2024,ScuA,0,None,95,Poorly drained,Poorly drained,B/D,95,68,coInterp.mrulename (IN),0.707,150,180,0,95
165467,10/1/2024,SdnA,0,None,98,Poorly drained,Poorly drained,B/D,98,68,coInterp.mrulename (IN),0.704,150,187,0,98
165468,10/1/2024,SdzA,30,None,5,Somewhat poorly drained,Somewhat poorly drained,C/D,5,68,coInterp.mrulename (IN),0.624,83,108,1,5
165469,10/1/2024,SdzaB,46,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,68,coInterp.mrulename (IN),0.563,105,99,1,NULL
165470,10/1/2024,SnlA,0,None,100,Poorly drained,Poorly drained,C/D,100,86,coInterp.mrulename (IN),0.958,150,318,0,100
165475,10/1/2024,TxuA,NULL,None,0,Excessively drained,Excessively drained,A,0,42,coInterp.mrulename (IN),0.509,150,119,1,NULL
165476,10/1/2024,TxuB,NULL,None,0,Excessively drained,Excessively drained,A,0,42,coInterp.mrulename (IN),0.504,150,119,1,NULL
165477,10/1/2024,TxuC,NULL,None,0,Excessively drained,Excessively drained,A,0,37,coInterp.mrulename (IN),0.499,150,119,1,NULL
165478,10/1/2024,TxuD,NULL,None,0,Excessively drained,Excessively drained,A,0,28,coInterp.mrulename (IN),0.464,150,119,1,NULL
165515,10/1/2024,VnxA,137,None,0,Well drained,Well drained,A,0,50,coInterp.mrulename (IN),0.54,150,140,1,NULL
165516,10/1/2024,VolA,NULL,None,0,Well drained,Well drained,B,0,60,coInterp.mrulename (IN),0.659,150,154,0,NULL
165524,10/1/2024,WcnAI,30,Frequent,5,Somewhat poorly drained,Somewhat poorly drained,A/D,90,50,coInterp.mrulename (IN),0.164,150,149,1,90
165527,10/1/2024,WoaA,61,None,0,Moderately well drained,Moderately well drained,C,0,76,coInterp.mrulename (IN),0.691,99,140,1,NULL
165528,10/1/2024,WobB,30,None,0,Moderately well drained,Somewhat poorly drained,C,0,76,coInterp.mrulename (IN),0.683,98,145,1,NULL
165529,10/1/2024,WoaC2,61,None,0,Moderately well drained,Moderately well drained,C,0,68,coInterp.mrulename (IN),0.642,99,139,1,NULL
165530,10/1/2024,WodC3,61,None,3,Moderately well drained,Moderately well drained,C,3,66,coInterp.mrulename (IN),0.598,99,139,1,3
165531,10/1/2024,WrxAN,0,None,100,Very poorly drained,Very poorly drained,B/D,100,79,coInterp.mrulename (IN),0.929,150,422,0,100
268412,10/1/2024,MouA,7,None,93,Poorly drained,Poorly drained,C/D,93,84,coInterp.mrulename (IN),0.863,150,253,0,93
3244776,10/1/2024,AbhAN,0,None,100,Very poorly drained,Very poorly drained,A/D,100,76,coInterp.mrulename (IN),0.865,150,328,0,100
3244777,10/1/2024,AdwAD,0,None,100,Very poorly drained,Very poorly drained,A/D,100,76,coInterp.mrulename (IN),0.899,150,328,0,100
