mukey,gSSURGOversion,MUsymbol,WTDepAprJun,FloodFreq,PondFreq,DrainCls,DrainClsWet,HydroGrp,Hydric,OCProdIdx,OCprodIdxSrc,NCCPIall,RootZnDepth,RootZnAWS,Droughty,PotWetandSoil
1444492,10/1/2024,813E,46,None,0,Moderately well drained,Moderately well drained,D,0,15,coInterp.mrulename (WI),0.166,125,117,1,NULL
1444493,10/1/2024,815A,30,None,12,Somewhat poorly drained,Somewhat poorly drained,A/D,12,42,coInterp.mrulename (WI),0.455,147,86,1,12
1444495,10/1/2024,830A,46,None,0,Moderately well drained,Moderately well drained,B/D,0,57,coInterp.mrulename (WI),0.615,150,170,0,NULL
1444506,10/1/2024,874B,NULL,None,0,Well drained,Well drained,A,0,49,coInterp.mrulename (WI),0.376,150,130,1,NULL
1444507,10/1/2024,874C,NULL,None,0,Well drained,Well drained,A,0,44,coInterp.mrulename (WI),0.364,150,130,1,NULL
1444513,10/1/2024,917B,76,None,0,Moderately well drained,Moderately well drained,C,0,67,coInterp.mrulename (WI),0.509,150,223,0,NULL
1444459,10/1/2024,610B,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,52,coInterp.mrulename (WI),0.487,84,107,1,NULL
1444457,10/1/2024,603B,NULL,None,0,Excessively drained,Excessively drained,D,0,11,coInterp.mrulename (WI),0.288,38,23,1,NULL
1444456,10/1/2024,594D,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,12,coInterp.mrulename (WI),0.259,149,119,1,NULL
1444455,10/1/2024,594C,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,23,coInterp.mrulename (WI),0.4,149,119,1,NULL
1444454,10/1/2024,594B,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,30,coInterp.mrulename (WI),0.418,149,118,1,NULL
1444453,10/1/2024,591A,61,None,0,Moderately well drained,Moderately well drained,A,0,33,coInterp.mrulename (WI),0.375,150,109,1,NULL
1444449,10/1/2024,580B,0,None,0,Moderately well drained,Somewhat poorly drained,C/D,5,45,coInterp.mrulename (WI),0.511,150,186,0,5
1444443,10/1/2024,571E,NULL,None,0,Excessively drained,Excessively drained,A,0,14,coInterp.mrulename (WI),0.077,145,61,1,NULL
1444442,10/1/2024,555A,0,Frequent,90,Poorly drained,Poorly drained,B/D,90,22,coInterp.mrulename (WI),0.438,150,176,0,90
1444441,10/1/2024,548A,0,None,50,Poorly drained,Poorly drained,D,60,14,coInterp.mrulename (WI),0.308,141,161,0,60
1444440,10/1/2024,526A,30,None,0,Somewhat poorly drained,Somewhat poorly drained,A/D,5,35,coInterp.mrulename (WI),0.511,142,131,1,5
1444438,10/1/2024,517C,76,None,0,Moderately well drained,Moderately well drained,C,0,62,coInterp.mrulename (WI),0.423,150,223,0,NULL
1444437,10/1/2024,517B,76,None,0,Moderately well drained,Moderately well drained,C,0,68,coInterp.mrulename (WI),0.442,150,223,0,NULL
1444436,10/1/2024,515A,75,None,0,Moderately well drained,Moderately well drained,B,0,43,coInterp.mrulename (WI),0.4,150,84,1,NULL
1444435,10/1/2024,514B,15,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,5,28,coInterp.mrulename (WI),0.662,150,201,0,5
1444432,10/1/2024,509B,30,None,2,Moderately well drained,Moderately well drained,D,2,44,coInterp.mrulename (WI),0.317,47,66,1,2
1444431,10/1/2024,500B,61,None,0,Moderately well drained,Moderately well drained,A,0,32,coInterp.mrulename (WI),0.351,150,102,1,NULL
1444428,10/1/2024,481E,NULL,None,0,Well drained,Well drained,C,0,17,coInterp.mrulename (WI),0.105,150,188,0,NULL
1444427,10/1/2024,481C,NULL,None,0,Well drained,Well drained,C,0,41,coInterp.mrulename (WI),0.441,150,188,0,NULL
1444426,10/1/2024,480B,0,None,0,Moderately well drained,Somewhat poorly drained,C/D,5,57,coInterp.mrulename (WI),0.445,150,185,0,5
1444425,10/1/2024,479A,0,None,50,Poorly drained,Poorly drained,D,65,14,coInterp.mrulename (WI),0.23,145,160,0,65
1444421,10/1/2024,461A,0,Frequent,100,Very poorly drained,Very poorly drained,A/D,100,27,coInterp.mrulename (WI),0.356,150,527,0,100
1444420,10/1/2024,445A,0,None,90,Poorly drained,Poorly drained,A/D,90,6,coInterp.mrulename (WI),0.259,140,81,1,90
1444414,10/1/2024,405A,0,None,95,Very poorly drained,Very poorly drained,A/D,100,27,coInterp.mrulename (WI),0.452,150,479,0,100
1444413,10/1/2024,388B,0,Frequent,50,Moderately well drained,Somewhat poorly drained,A,10,43,coInterp.mrulename (WI),0.4,150,132,1,10
1444411,10/1/2024,384B,61,None,0,Moderately well drained,Moderately well drained,A,0,45,coInterp.mrulename (WI),0.409,76,81,1,NULL
1444410,10/1/2024,376B,15,None,8,Somewhat poorly drained,Somewhat poorly drained,C/D,8,43,coInterp.mrulename (WI),0.366,67,95,1,8
1444409,10/1/2024,375A,15,None,0,Somewhat poorly drained,Somewhat poorly drained,B/D,5,26,coInterp.mrulename (WI),0.519,145,217,0,5
1444405,10/1/2024,339D,NULL,None,0,Well drained,Well drained,A,0,10,coInterp.mrulename (WI),0.104,150,98,1,NULL
1444404,10/1/2024,339C,NULL,None,0,Well drained,Well drained,A,0,22,coInterp.mrulename (WI),0.19,150,98,1,NULL
1444403,10/1/2024,339B,NULL,None,0,Well drained,Well drained,A,0,28,coInterp.mrulename (WI),0.199,150,98,1,NULL
1444402,10/1/2024,319A,0,None,90,Poorly drained,Poorly drained,B/D,94,22,coInterp.mrulename (WI),0.202,150,189,0,94
1444401,10/1/2024,317D,NULL,None,0,Well drained,Well drained,B,0,13,coInterp.mrulename (WI),0.427,147,230,0,NULL
1444397,10/1/2024,280F,0,None,0,Well drained,Well drained,C/D,0,20,coInterp.mrulename (WI),0.116,150,181,0,NULL
1444396,10/1/2024,280D,0,None,0,Well drained,Well drained,C/D,0,35,coInterp.mrulename (WI),0.308,150,181,0,NULL
1444395,10/1/2024,280C,0,None,0,Well drained,Well drained,C/D,0,44,coInterp.mrulename (WI),0.491,150,181,0,NULL
1444390,10/1/2024,242C,76,None,0,Moderately well drained,Moderately well drained,C,0,64,coInterp.mrulename (WI),0.611,150,280,0,NULL
1444389,10/1/2024,242B,76,None,0,Moderately well drained,Moderately well drained,C,0,71,coInterp.mrulename (WI),0.513,150,280,0,NULL
1444388,10/1/2024,226A,15,None,0,Somewhat poorly drained,Somewhat poorly drained,D,5,24,coInterp.mrulename (WI),0.578,150,138,1,5
1444387,10/1/2024,217C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,28,coInterp.mrulename (WI),0.431,147,125,1,NULL
1444386,10/1/2024,217B,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,33,coInterp.mrulename (WI),0.446,147,125,1,NULL
1444385,10/1/2024,215D,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,13,coInterp.mrulename (WI),0.249,150,101,1,NULL
1444384,10/1/2024,215C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,25,coInterp.mrulename (WI),0.385,150,101,1,NULL
1444383,10/1/2024,215B,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,32,coInterp.mrulename (WI),0.403,150,101,1,NULL
1444379,10/1/2024,203C,30,None,0,Moderately well drained,Moderately well drained,D,0,46,coInterp.mrulename (WI),0.335,46,82,1,NULL
1444378,10/1/2024,203B,30,None,0,Moderately well drained,Moderately well drained,D,0,53,coInterp.mrulename (WI),0.408,46,82,1,NULL
1444377,10/1/2024,193A,0,None,88,Poorly drained,Poorly drained,B/D,90,11,coInterp.mrulename (WI),0.378,147,148,1,90
1444376,10/1/2024,192A,30,None,7,Somewhat poorly drained,Somewhat poorly drained,B/D,7,34,coInterp.mrulename (WI),0.529,150,139,1,7
1444375,10/1/2024,182D,NULL,None,0,Well drained,Well drained,B,0,22,coInterp.mrulename (WI),0.299,150,148,1,NULL
1444374,10/1/2024,182C,NULL,None,0,Well drained,Well drained,B,0,44,coInterp.mrulename (WI),0.46,150,148,1,NULL
1444373,10/1/2024,182B,NULL,None,0,Well drained,Well drained,B,0,51,coInterp.mrulename (WI),0.481,150,148,1,NULL
1444364,10/1/2024,74C,NULL,None,0,Excessively drained,Excessively drained,A,0,27,coInterp.mrulename (WI),0.293,150,107,1,NULL
1444363,10/1/2024,74B,NULL,None,0,Excessively drained,Excessively drained,A,0,33,coInterp.mrulename (WI),0.303,150,107,1,NULL
1444358,10/1/2024,6A,76,Frequent,0,Moderately well drained,Moderately well drained,C,5,62,coInterp.mrulename (WI),0.771,150,252,0,5
1444357,10/1/2024,5A,0,Frequent,85,Poorly drained,Poorly drained,B/D,85,22,coInterp.mrulename (WI),0.388,150,281,0,85
1444514,10/1/2024,917C,76,None,0,Moderately well drained,Moderately well drained,C,0,61,coInterp.mrulename (WI),0.487,150,223,0,NULL
1444517,10/1/2024,974B,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,30,coInterp.mrulename (WI),0.359,150,93,1,NULL
1444518,10/1/2024,974C,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,23,coInterp.mrulename (WI),0.375,150,93,1,NULL
1444519,10/1/2024,974D,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,12,coInterp.mrulename (WI),0.242,150,94,1,NULL
1444521,10/1/2024,1280B,0,None,0,Moderately well drained,Moderately well drained,C/D,0,45,coInterp.mrulename (WI),0.372,150,184,0,NULL
1444523,10/1/2024,1451B,30,None,0,Moderately well drained,Moderately well drained,C/D,0,46,coInterp.mrulename (WI),0.403,99,152,0,NULL
1444524,10/1/2024,1451C,30,None,0,Moderately well drained,Moderately well drained,C/D,0,38,coInterp.mrulename (WI),0.374,92,143,1,NULL
1444535,10/1/2024,3276A,15,None,5,Somewhat poorly drained,Somewhat poorly drained,A/D,5,28,coInterp.mrulename (WI),0.359,145,90,1,5
1444551,10/1/2024,9012B,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,30,coInterp.mrulename (WI),0.338,149,92,1,NULL
1444552,10/1/2024,9012C,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,23,coInterp.mrulename (WI),0.324,149,92,1,NULL
1444553,10/1/2024,9012D,NULL,None,0,Excessively drained,Somewhat excessively drained,A,0,12,coInterp.mrulename (WI),0.209,149,92,1,NULL
1444554,10/1/2024,9013A,76,None,0,Moderately well drained,Moderately well drained,C,0,63,coInterp.mrulename (WI),0.546,150,124,1,NULL
1444557,10/1/2024,9050A,0,Frequent,100,Poorly drained,Very poorly drained,A/D,100,25,coInterp.mrulename (WI),0.43,146,220,0,100
1444558,10/1/2024,9051A,0,None,90,Poorly drained,Poorly drained,B/D,100,17,coInterp.mrulename (WI),0.399,129,171,0,100
1444560,10/1/2024,9113B,NULL,None,0,Well drained,Well drained,B,0,51,coInterp.mrulename (WI),0.46,149,135,1,NULL
1444561,10/1/2024,9113C,NULL,None,0,Well drained,Well drained,B,0,44,coInterp.mrulename (WI),0.466,149,134,1,NULL
1444562,10/1/2024,9113D,NULL,None,0,Well drained,Well drained,B,0,22,coInterp.mrulename (WI),0.283,149,134,1,NULL
1444563,10/1/2024,9155A,0,None,85,Very poorly drained,Very poorly drained,A/D,100,27,coInterp.mrulename (WI),0.432,150,520,0,100
1444566,10/1/2024,3114A,0,Frequent,95,Very poorly drained,Very poorly drained,A/D,95,27,coInterp.mrulename (WI),0.023,147,428,0,95
1444567,10/1/2024,204C,NULL,None,0,Well drained,Well drained,C,0,38,coInterp.mrulename (WI),0.55,150,246,0,NULL
1444568,10/1/2024,204D,NULL,None,0,Well drained,Well drained,C,0,15,coInterp.mrulename (WI),0.335,150,246,0,NULL
1444569,10/1/2024,204F,NULL,None,0,Well drained,Well drained,C,0,15,coInterp.mrulename (WI),0.13,150,246,0,NULL
1444573,10/1/2024,444B,0,None,0,Moderately well drained,Somewhat poorly drained,B/D,0,49,coInterp.mrulename (WI),0.619,150,279,0,NULL
1444580,10/1/2024,538B,60,None,0,Moderately well drained,Moderately well drained,C,0,73,coInterp.mrulename (WI),0.387,96,156,0,NULL
1444583,10/1/2024,538D,60,None,0,Moderately well drained,Moderately well drained,C,0,61,coInterp.mrulename (WI),0.334,96,156,0,NULL
1444584,10/1/2024,549A,0,None,60,Poorly drained,Poorly drained,D,70,14,coInterp.mrulename (WI),0.321,140,188,0,70
1444585,10/1/2024,597A,15,None,0,Somewhat poorly drained,Somewhat poorly drained,A/D,5,35,coInterp.mrulename (WI),0.444,150,107,1,5
1444586,10/1/2024,598A,61,None,0,Moderately well drained,Moderately well drained,A,0,40,coInterp.mrulename (WI),0.404,147,95,1,NULL
1444587,10/1/2024,599C,NULL,None,0,Excessively drained,Excessively drained,A,0,26,coInterp.mrulename (WI),0.304,150,87,1,NULL
1444592,10/1/2024,638B,15,None,10,Somewhat poorly drained,Somewhat poorly drained,C/D,10,50,coInterp.mrulename (WI),0.472,97,191,0,10
1444598,10/1/2024,738A,0,None,85,Poorly drained,Poorly drained,C/D,85,22,coInterp.mrulename (WI),0.351,99,162,0,85
1444677,10/1/2024,1204B,0,None,0,Well drained,Moderately well drained,C,0,44,coInterp.mrulename (WI),0.592,150,261,0,NULL
1542698,10/1/2024,408A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,27,coInterp.mrulename (WI),0.531,150,521,0,100
1542699,10/1/2024,414A,0,None,85,Very poorly drained,Very poorly drained,A/D,100,41,coInterp.mrulename (WI),0.402,150,593,0,100
1542701,10/1/2024,520A,0,None,0,Very poorly drained,Very poorly drained,B/D,90,57,coInterp.mrulename (WI),0.488,150,182,0,90
1542702,10/1/2024,527B,61,None,0,Moderately well drained,Moderately well drained,C,0,52,coInterp.mrulename (WI),0.533,150,159,0,NULL
1542704,10/1/2024,560A,15,None,0,Somewhat poorly drained,Somewhat poorly drained,B/D,2,26,coInterp.mrulename (WI),0.54,147,156,0,2
1542705,10/1/2024,701A,15,None,0,Somewhat poorly drained,Somewhat poorly drained,B/D,10,32,coInterp.mrulename (WI),0.587,150,134,1,10
1542707,10/1/2024,730B,NULL,None,0,Well drained,Well drained,B,0,49,coInterp.mrulename (WI),0.572,150,184,0,NULL
1542709,10/1/2024,730C,NULL,None,0,Well drained,Well drained,B,0,42,coInterp.mrulename (WI),0.546,150,184,0,NULL
1542710,10/1/2024,730D,NULL,None,0,Well drained,Well drained,B,0,20,coInterp.mrulename (WI),0.353,150,184,0,NULL
1542713,10/1/2024,755A,0,Occasional,40,Moderately well drained,Poorly drained,B/D,46,57,coInterp.mrulename (WI),0.492,150,200,0,46
1542714,10/1/2024,834B,30,None,0,Moderately well drained,Moderately well drained,C/D,0,71,coInterp.mrulename (WI),0.543,119,176,0,NULL
1542715,10/1/2024,835C,30,None,0,Moderately well drained,Moderately well drained,C/D,0,65,coInterp.mrulename (WI),0.501,115,182,0,NULL
1542716,10/1/2024,835D,30,None,0,Moderately well drained,Moderately well drained,C/D,0,24,coInterp.mrulename (WI),0.326,115,182,0,NULL
1601897,10/1/2024,571C,NULL,None,0,Excessively drained,Excessively drained,A,0,26,coInterp.mrulename (WI),0.324,145,61,1,NULL
1601898,10/1/2024,852D,NULL,None,0,Well drained,Well drained,B,0,35,coInterp.mrulename (WI),0.324,150,126,1,NULL
1601899,10/1/2024,852C,NULL,None,0,Well drained,Well drained,B,0,43,coInterp.mrulename (WI),0.422,150,126,1,NULL
1601900,10/1/2024,905A,76,None,0,Moderately well drained,Moderately well drained,A,0,33,coInterp.mrulename (WI),0.311,150,141,1,NULL
1607345,10/1/2024,1633B,0,None,20,Moderately well drained,Poorly drained,C/D,20,66,coInterp.mrulename (WI),0.401,87,132,1,20
1611074,10/1/2024,770B,61,None,0,Moderately well drained,Moderately well drained,C,0,68,coInterp.mrulename (WI),0.434,107,115,1,NULL
1611075,10/1/2024,770C,61,None,0,Moderately well drained,Moderately well drained,C,0,62,coInterp.mrulename (WI),0.416,107,115,1,NULL
1611076,10/1/2024,770D,61,None,0,Moderately well drained,Moderately well drained,C,0,54,coInterp.mrulename (WI),0.345,107,115,1,NULL
1611077,10/1/2024,69B,NULL,None,0,Well drained,Well drained,A,0,32,coInterp.mrulename (WI),0.323,149,93,1,NULL
1611078,10/1/2024,69C,NULL,None,0,Well drained,Well drained,A,0,28,coInterp.mrulename (WI),0.319,149,93,1,NULL
1611079,10/1/2024,69E,NULL,None,0,Well drained,Well drained,A,0,18,coInterp.mrulename (WI),0.285,149,93,1,NULL
1700371,10/1/2024,3243A,0,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,5,44,coInterp.mrulename (WI),0.67,150,273,0,5
1700372,10/1/2024,3403A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,16,coInterp.mrulename (WI),0.368,150,513,0,100
1700373,10/1/2024,3423A,0,None,90,Very poorly drained,Very poorly drained,A/D,100,27,coInterp.mrulename (WI),0.192,150,760,0,100
1700374,10/1/2024,3826B,0,None,50,Very poorly drained,Very poorly drained,D,55,24,coInterp.mrulename (WI),0.276,143,124,1,55
1702604,10/1/2024,3454B,0,None,0,Well drained,Well drained,C/D,0,50,coInterp.mrulename (WI),0.403,150,183,0,NULL
1702605,10/1/2024,3512D,NULL,None,0,Well drained,Well drained,C,0,11,coInterp.mrulename (WI),0.231,150,186,0,NULL
1702606,10/1/2024,3608B,NULL,None,0,Well drained,Well drained,A,0,13,coInterp.mrulename (WI),0.339,69,48,1,NULL
1702607,10/1/2024,3608C,NULL,None,0,Well drained,Well drained,A,0,13,coInterp.mrulename (WI),0.324,69,48,1,NULL
1702608,10/1/2024,3609C,46,None,0,Moderately well drained,Moderately well drained,C/D,0,27,coInterp.mrulename (WI),0.369,76,90,1,NULL
1702818,10/1/2024,644D,61,None,0,Moderately well drained,Moderately well drained,C,0,24,coInterp.mrulename (WI),0.241,84,123,1,NULL
1702820,10/1/2024,538C,60,None,0,Moderately well drained,Moderately well drained,C,0,70,coInterp.mrulename (WI),0.384,96,156,0,NULL
1702823,10/1/2024,1633C,0,None,25,Moderately well drained,Poorly drained,C/D,25,63,coInterp.mrulename (WI),0.394,88,133,1,25
1702827,10/1/2024,5140A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,17,coInterp.mrulename (WI),0.308,150,587,0,100
1702828,10/1/2024,5141A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,27,coInterp.mrulename (WI),0.421,150,500,0,100
1702829,10/1/2024,5146C,NULL,None,0,Well drained,Well drained,B,0,43,coInterp.mrulename (WI),0.343,148,129,1,NULL
1702850,10/1/2024,5170A,0,None,95,Poorly drained,Very poorly drained,B/D,95,17,coInterp.mrulename (WI),0.384,145,220,0,95
1702851,10/1/2024,5171B,15,None,10,Somewhat poorly drained,Somewhat poorly drained,C/D,10,39,coInterp.mrulename (WI),0.323,78,86,1,10
1702852,10/1/2024,5172B,0,None,15,Moderately well drained,Very poorly drained,D,15,63,coInterp.mrulename (WI),0.334,81,132,1,15
1702853,10/1/2024,5172C,0,None,15,Moderately well drained,Very poorly drained,D,15,56,coInterp.mrulename (WI),0.32,81,132,1,15
1702854,10/1/2024,5172D,0,None,15,Moderately well drained,Very poorly drained,D,15,22,coInterp.mrulename (WI),0.134,81,132,1,15
1702855,10/1/2024,5173D,30,None,0,Moderately well drained,Moderately well drained,D,0,22,coInterp.mrulename (WI),0.071,80,76,1,NULL
1702856,10/1/2024,5351B,30,None,0,Moderately well drained,Moderately well drained,D,0,48,coInterp.mrulename (WI),0.258,47,92,1,NULL
1702857,10/1/2024,5351C,30,None,0,Moderately well drained,Moderately well drained,D,0,43,coInterp.mrulename (WI),0.254,47,92,1,NULL
1702858,10/1/2024,5351D,30,None,0,Moderately well drained,Moderately well drained,D,0,36,coInterp.mrulename (WI),0.235,47,92,1,NULL
1702860,10/1/2024,5353B,15,None,15,Somewhat poorly drained,Somewhat poorly drained,B/D,15,63,coInterp.mrulename (WI),0.36,58,93,1,15
1702862,10/1/2024,5354B,30,None,0,Moderately well drained,Moderately well drained,D,0,44,coInterp.mrulename (WI),0.245,47,66,1,NULL
1702869,10/1/2024,5369D,30,None,0,Moderately well drained,Moderately well drained,D,0,25,coInterp.mrulename (WI),0.06,76,93,1,NULL
1702870,10/1/2024,5369E,NULL,None,0,Well drained,Well drained,C,0,22,coInterp.mrulename (WI),0.064,62,92,1,NULL
1702871,10/1/2024,5369F,NULL,None,0,Well drained,Well drained,C,0,22,coInterp.mrulename (WI),0.064,62,92,1,NULL
1702872,10/1/2024,5373A,0,None,100,Very poorly drained,Very poorly drained,B/D,100,27,coInterp.mrulename (WI),0.452,150,415,0,100
1702873,10/1/2024,5374A,0,Frequent,100,Very poorly drained,Very poorly drained,B/D,100,27,coInterp.mrulename (WI),0.387,150,343,0,100
1702874,10/1/2024,5519B,30,None,0,Somewhat excessively drained,Moderately well drained,A,0,32,coInterp.mrulename (WI),0.387,124,101,1,NULL
1702876,10/1/2024,5519C,30,None,0,Somewhat excessively drained,Moderately well drained,A,0,24,coInterp.mrulename (WI),0.366,124,101,1,NULL
1702878,10/1/2024,5519D,30,None,0,Somewhat excessively drained,Moderately well drained,A,0,14,coInterp.mrulename (WI),0.088,124,101,1,NULL
1702880,10/1/2024,5543B,46,None,0,Moderately well drained,Moderately well drained,B/D,0,55,coInterp.mrulename (WI),0.43,149,172,0,NULL
1702883,10/1/2024,5684C,NULL,None,0,Well drained,Well drained,B,0,48,coInterp.mrulename (WI),0.359,148,144,1,NULL
1702884,10/1/2024,5689B,15,None,10,Moderately well drained,Somewhat poorly drained,B/D,10,55,coInterp.mrulename (WI),0.404,119,108,1,10
1703613,10/1/2024,475C,NULL,None,0,Excessively drained,Excessively drained,A,0,21,coInterp.mrulename (WI),0.239,150,91,1,NULL
1703709,10/1/2024,582D,NULL,None,0,Well drained,Well drained,A,0,22,coInterp.mrulename (WI),0.283,150,135,1,NULL
1703711,10/1/2024,5425A,0,None,90,Poorly drained,Poorly drained,B/D,90,20,coInterp.mrulename (WI),0.354,141,174,0,90
1711685,10/1/2024,1385B,61,None,0,Moderately well drained,Moderately well drained,A,0,34,coInterp.mrulename (WI),0.376,150,138,1,NULL
1711697,10/1/2024,5504A,0,Frequent,35,Moderately well drained,Poorly drained,A,45,62,coInterp.mrulename (WI),0.546,150,261,0,45
433292,10/1/2024,479A,0,None,50,Poorly drained,Poorly drained,D,65,14,coInterp.mrulename (WI),0.23,145,160,0,65
433296,10/1/2024,705B,61,None,0,Moderately well drained,Moderately well drained,A,0,34,coInterp.mrulename (WI),0.352,150,124,1,NULL
433299,10/1/2024,705C,61,None,0,Moderately well drained,Moderately well drained,A,0,27,coInterp.mrulename (WI),0.318,150,124,1,NULL
433300,10/1/2024,713B,15,None,0,Moderately well drained,Somewhat poorly drained,C/D,5,38,coInterp.mrulename (WI),0.44,148,143,1,5
433301,10/1/2024,713C,15,None,0,Moderately well drained,Somewhat poorly drained,C/D,3,32,coInterp.mrulename (WI),0.423,148,144,1,3
433304,10/1/2024,753B,0,None,30,Somewhat poorly drained,Poorly drained,C/D,33,46,coInterp.mrulename (WI),0.363,141,183,0,33
433305,10/1/2024,756B,15,None,0,Moderately well drained,Somewhat poorly drained,D,3,43,coInterp.mrulename (WI),0.444,73,97,1,3
433309,10/1/2024,756C,15,None,0,Moderately well drained,Somewhat poorly drained,D,2,37,coInterp.mrulename (WI),0.43,73,97,1,2
433310,10/1/2024,805E,76,None,0,Well drained,Moderately well drained,A,0,16,coInterp.mrulename (WI),0.149,148,116,1,NULL
433314,10/1/2024,813E,46,None,0,Moderately well drained,Moderately well drained,D,0,15,coInterp.mrulename (WI),0.166,125,117,1,NULL
433320,10/1/2024,874B,NULL,None,0,Well drained,Well drained,A,0,49,coInterp.mrulename (WI),0.376,150,130,1,NULL
433321,10/1/2024,874C,NULL,None,0,Well drained,Well drained,A,0,44,coInterp.mrulename (WI),0.364,150,130,1,NULL
433322,10/1/2024,874D,NULL,None,0,Well drained,Well drained,A,0,20,coInterp.mrulename (WI),0.225,150,130,1,NULL
